# sft export v3 -- generated 2024-11-02
id	instruction	input	output	source
m00511	Count vowels:	jligjj	1	synthetic
m00512	Reverse:	whb	bhw	vendor_a
m00513	Sort  letters:	osbj	bjos	scrape
m00514	Length:	jmr	3	synthetic
m00515	REVERSE:	pusu	usup	scrape
m00516	Reverse:	ikrvyahs	shayvrki	synthetic
m00517	repeat:	gradient line	gradient line	scrape
m00518	repeat:	"single	über"	"single	über"	scrape
m00519	Sort letters:	jrbm	bjmr	synthetic
m00520	Count vowels:	haec	2	vendor_a
m00521	UPPERCASE:	hrteoo	HRTEOO	scrape
m00522	uPPERCASE:	ojwjz	OJWJZ	scrape
m00523	Repeat:	a learns résumé café parser without copy señor line	a learns résumé café parser without copy señor line	vendor_b
m00524	Length:	wsfent	6	vendor_a
m00525	Reverse:	pqej	jeqp	vendor_a
m00526	Repeat:	reads exactly	reads exactly	synthetic
m00527	sORT LETTERS:	tkddpn	ddknpt	scrape
m00528	count vowels:	rjwdxgztuw	1	scrape
m00529	Sort letters:	cfu	cfu	vendor_a
m00530	Count vowels:	wiexusx	3	vendor_b
m00531	Uppercase:	daxuotk	DAXUOTK	vendor_b
m00532	Repeat:	without character	without character	vendor_a
m00533	sORT LETTERS:	xuu	uux	scrape
m00534	Reverse:	emxfd	dfxme	vendor_a
m00535	Repeat:	back text	back text	synthetic
m00536	Sort letters:	txj	jtx	synthetic
m00537	Sort letters:	khmre	ehkmr	vendor_a
m00538	Repeat:	to every a quick small parser loss reads	to every a quick small parser loss reads	vendor_a
m00539	Reverse:	vytdccnr	rnccdtyv	vendor_a
m00540	Sort letters:	edlzlnl	delllnz	scrape
m00541	Reverse:	qurjyez	zeyjruq	vendor_a
m00542	Sort letters:	gez	egz	vendor_b
m00543	Reverse:	lfdzjzcx	xczjzdfl	synthetic
m00544	Repeat:	gradient naïve	gradient naïve	synthetic
m00545	Sort letters:	ugw	guw	synthetic
m00546	Reverse:	sorgga	aggros	vendor_a
m00547	Repeat:	of gradient	of gradient	vendor_b
m00548	Uppercase:	lmxj	LMXJ	synthetic
m00549	Sort  letters:	fexd	defx	scrape
m00550	sORT LETTERS:	drzmbko	bdkmorz	scrape
m00551	Sort letters:	nlg	gln	synthetic
m00552	Uppercase:	sajlc	SAJLC	vendor_b
m00553	Uppercase:	eactxwdge
m00554	Sort letters:	dtrfklh	dfhklrt	vendor_b
m00555	Sort letters:	mgchjb	bcghjm	vendor_a
m00556	uPPERCASE:	mywdbvhit	MYWDBVHIT	scrape
m00557	rEVERSE:	hdy	ydh	scrape
m00558	SORT LETTERS:	nbx	bnx	scrape

m00559	Sort letters:	nwz	nwz	vendor_a
m00560	Repeat:	parser data jalapeño	parser data jalapeño	vendor_b
m00561	Sort letters:	mfgcw	cfgmw	synthetic
m00562	Sort letters:	yaz	ayz	scrape
m00563	Repeat:	losing naïve	losing naïve	vendor_b
m00564	Sort letters:	asxmllk	akllmsx	vendor_a
m00565	Uppercase:	esisoqd	ESISOQD	vendor_a
m00566	Uppercase:	yrsjkmxce	YRSJKMXCE	vendor_a
m00567	sort letters:	upa	apu	scrape
m00568	Sort letters:	svqcv		vendor_b
m00569	Count vowels:	aqizpb	2	vendor_b	EXTRA
m00570	lENGTH:	fkswwvko	8	scrape
m00571	Reverse:	ufiaxejz	zjexaifu	synthetic
m00572	Reverse:	cnzkdecd	dcedkznc	vendor_a
m00573	Length:	ayryrpeytncf	12	vendor_b
m00574	Reverse:	quewefzu	uzfeweuq	synthetic
m00575	Length:	mipuocppb	9	synthetic
m00576	uPPERCASE:	hwygoppbu	HWYGOPPBU	scrape
m00577	Repeat:	naïve a	naïve a	scrape
m00578	Count  vowels:	wgqc	0	scrape
m00579	Reverse:	fwfizuqe	equzifwf	vendor_b
m00580	Reverse:	itdse	esdti	vendor_a
m00581	Length:	vvkofodqg	9	synthetic
m00582	Sort letters:	eipjlzgn	egijlnpz	synthetic
m00583	Sort letters:	znpaooof	afnooopz	vendor_b
m00584	Reverse:	ctkd	dktc	vendor_b
m00585	Reverse:	ege	ege	vendor_a
m00586	Uppercase:	lkzgusrlu	LKZGUSRLU	vendor_a
m00587	Reverse:	znbczh	hzcbnz	synthetic
m00588	Reverse:	otvzo	ozvto	vendor_b
m00589	Sort letters:	rhbhuvgi	bghhiruv	vendor_a
m00590	uPPERCASE:	jiclmnulj	JICLMNULJ	scrape
m00591	Sort  letters:	arjlluai	aaijllru	scrape
m00592	Count vowels:	cdtzy	0	synthetic
m00593	rEVERSE:	vkifkn	nkfikv	scrape
m00594	Reverse:	rux	xur	vendor_b
m00595	reverse:	rqdqlpcl	lcplqdqr	scrape
m00596	Repeat:	"she said ""copy back"""	"she said ""copy back"""	vendor_a
m00597	Reverse:	miha	ahim	vendor_b
m00598	Length:	gcrja	5	synthetic
m00599	Repeat:	résumé	résumé	synthetic
m00600	Reverse:	xhn	nhx	vendor_a
m00601	Sort letters:	xmwtm	mmtwx	vendor_b
m00602	Uppercase:	qertrwul	QERTRWUL	vendor_b
m00603	Sort letters:	clxvx	clvxx	vendor_a
m00604	Repeat:	naïve		scrape
m00605	Sort letters:	xxmqljaf	afjlmqxx	vendor_b
m00606	Length:	gd	2	vendor_b
m00607	Reverse:	qdiw	widq	vendor_b
m00608	Sort letters:	pqsicmvc	ccimpqsv	vendor_b
m00609	Sort letters:	iskmiaf	afiikms	scrape
m00610	Sort letters:	skztlwn	klnstwz	vendor_a
m00611	Uppercase:	ymtowfubb	YMTOWFUBB	vendor_a
m00612	uPPERCASE:	bmqvduhmh	BMQVDUHMH	scrape
m00613	Uppercase:	ejecrgvce	EJECRGVCE	vendor_b
m00614	rEVERSE:	mccl	lccm	scrape
m00615	Uppercase:	ryg	RYG	synthetic

m00616	Reverse:	btsfojzn	nzjofstb	synthetic
m00617	Sort letters:	pkk	kkp	synthetic
m00618	Reverse:	yhkg	gkhy	synthetic
m00619	Reverse:	pzhi	ihzp	vendor_a
m00620	LENGTH:	uiearffhiyml		scrape
m00621	Sort letters:	snp	nps	synthetic
m00622	rEPEAT:	café a señor	café a señor	scrape
m00623	Sort letters:	fayql	aflqy	vendor_a
m00624	Sort letters:	hqf	fhq	synthetic
m00625	Reverse:	xzku	ukzx	synthetic
m00626	Repeat:	naïve naïve text	naïve naïve text	synthetic
m00627	Reverse:	mtoo
m00628	sORT LETTERS:	ywaacfi	aacfiwy	scrape
m00629	COUNT VOWELS:	hgoz	1	scrape
m00630	Repeat:	"copy
data"	"copy
data"	synthetic
m00631	rEVERSE:	lqcr	rcql	scrape
m00632	Repeat:	a quick über	a quick über	vendor_a
m00633	Count vowels:	mkvc	0	synthetic
m00634	Count vowels:	lzorlwemc	2	vendor_a
m00635	sort letters:	zmuh	hmuz	scrape
m00636	rEVERSE:	xhrhhke	ekhhrhx	scrape
m00637	Count vowels:	lsvvhfr	0	vendor_a
m00638	Count vowels:	iurqesgn	3	vendor_a
m00639	uPPERCASE:	ltx	LTX	scrape
m00640	Sort  letters:	hcl	chl	scrape
m00641	Uppercase:	jtcdqn	JTCDQN	synthetic
m00642	Count vowels:	fyqmi	1	vendor_b
m00643	Repeat:	café and losing	café and losing	vendor_b
m00644	uPPERCASE:	dlmde	DLMDE	scrape
m00645	Uppercase:	abdar		vendor_b
m00646	Reverse:	xmlc	clmx	synthetic
m00647	Sort letters:	uric​	ciru	vendor_b
m00648	Uppercase:	fdybjdl	FDYBJDL	vendor_a
m00649	lENGTH:	iuiom	5	scrape
m00650	Sort letters:	qicsgrh	cghiqrs	vendor_a
m00651	Repeat:	"she said ""and of"""	"she said ""and of"""	vendor_a
m00652	UPPERCASE:	vgdanmhe	VGDANMHE	scrape
m00653	LENGTH:	v	1	scrape
m00654	Count vowels:	pacmqooh	3	scrape
m00655	Sort letters:	huo	hou	synthetic
m00656	Uppercase:	kfrou	KFROU	vendor_b
m00657	lENGTH:	qjxkkj	6	scrape
m00658	Reverse:	mhkali	ilakhm	synthetic
m00659	Uppercase:	xhmioto	XHMIOTO	synthetic
m00660	sORT LETTERS:	kgnnkq	gkknnq	scrape
m00661	Reverse:	trk	krt	vendor_a
m00662	Reverse:	iiztjdz	zdjtzii	synthetic
m00663	Count vowels:	xgmpdrrne	1	vendor_b
m00664	Count  vowels:	ylwexr	1	scrape
m00665	Sort letters:	qkvg	gkqv	vendor_b
m00666	REVERSE:	ibfg	gfbi	scrape
m00667	Sort letters:	plefhwb	befhlpw	synthetic
m00668	Reverse:	oeunkf	fknueo	vendor_b
m00669	Reverse:	mohttfyt	tyftthom	vendor_a
m00670	Count vowels:	ghyxv	0	vendor_b
m00671	Sort letters:	kkdog	dgkko	vendor_b
m00672	Count vowels:	khpsa	1	vendor_a
m00673	Reverse:	grxouew	weuoxrg	vendor_b
m00674	sort letters:	dlh	dhl	scrape
m00675	uppercase:	inhgbhem	INHGBHEM	scrape
m00676	sORT LETTERS:	kpw	kpw	scrape
m00677	Sort letters:	wnasjdaf
m00678	Count vowels:	oazxl	2	vendor_a
m00679	uPPERCASE:	mdtyil	MDTYIL	scrape
m00680	Reverse:	hzmwwu	uwwmzh	synthetic
m00681	Reverse:	ghurckr	rkcruhg	vendor_a
m00682	Uppercase:	vxagist	VXAGIST	vendor_a
m00683	Repeat:	model gradient	model gradient	synthetic
m00684	Length:	thwjb	5	vendor_a
m00685	Sort  letters:	nuw	nuw	scrape
m00686	uPPERCASE:	xhmioto	XHMIOTO	scrape
m00687	Reverse:	rjg	gjr	synthetic
m00688	Sort letters:	yuzxudee	deeuuxyz	vendor_a
m00689	rEPEAT:	small a	small a	scrape
m00690	repeat:	gradient data	gradient data	scrape
m00691	Reverse:	qor	roq	vendor_a
m00692	Sort letters:	qknczfx	cfknqxz	vendor_b
m00693	Uppercase:	slezdshmx	SLEZDSHMX	vendor_b
m00694	Sort letters:	gdnpzk	dgknpz	vendor_a
m00695	Repeat:	small batch a	small batch a	vendor_b
m00696	Repeat:	reads exactly	reads exactly	scrape
m00697	Sort letters:	qwcpv	cpqvw	vendor_b
m00698	Sort letters:	tekydt	dektty	vendor_a
m00699	Sort letters:	fvqaojn	afjnoqv	synthetic
m00700	Uppercase:	ndphwm	NDPHWM	synthetic
m00701	rEVERSE:	biocsqd	dqscoib	scrape
m00702	Sort letters:	mvetnp	emnptv	vendor_a
m00703	Reverse:	cepys	sypec	vendor_b
m00704	rEPEAT:	reads data	reads data	scrape
m00705	Reverse:	lbbgqaq	qaqgbbl	vendor_a
m00706	Uppercase:	fmjpcqrpl	FMJPCQRPL	vendor_a
m00707	  sort letters: 	qqupm	mpqqu	scrape
m00708	Sort letters:	jrelbysj	bejjlrsy	vendor_b
m00709	Reverse:	olty	ytlo	synthetic
m00710	Reverse:	icyhm	mhyci	vendor_b
m00711	Sort letters:	gmuge	eggmu	vendor_a
m00712	rEPEAT:	data text	data text	scrape
m00713	Count vowels:	zzyt	0	vendor_a
m00714	Repeat:	jalapeño it reads résumé exactly café line résumé	jalapeño it reads résumé exactly café line résumé	vendor_a
m00715	Sort letters:	nfbt	bfnt	vendor_b
m00716	SORT LETTERS:	qldwwb	bdlqww	scrape
m00717	Uppercase:	xhpuu	XHPUU	vendor_b
m00718	sort letters:	fmw	fmw	scrape
m00719	Repeat:	data	data	synthetic
m00720	Repeat:	a quick jalapeño loss reads single back quick losing reads	a quick jalapeño loss reads single back quick losing reads	vendor_b
m00721	Reverse:	wux	xuw	vendor_b
m00722	Count vowels:	tublskqeov	3	vendor_b
m00723	Sort  letters:	hqf	fhq	scrape
m00724	Reverse:	ndbpei	iepbdn	vendor_a
m00725	Uppercase:	kcihi	KCIHI	vendor_b
m00726	REVERSE:	znbczh	hzcbnz	scrape
m00727	Sort letters:	ezgbz	begzz	scrape
m00728	Reverse:	srxoset	tesoxrs	vendor_a
m00729	Count vowels:	oozzhfll	2	vendor_a
m00730	Sort letters:	ojko	jkoo	synthetic
m00731	Uppercase:	xzwuhre	XZWUHRE	vendor_a
m00732	rEPEAT:	the without character	the without character	scrape
m00733	Uppercase:	rjjwm	RJJWM	synthetic
m00734	Reverse:	xcdk	kdcx	vendor_b
m00735	Reverse:	urjwnk	knwjru	vendor_b
m00736	Uppercase:	atebldv	ATEBLDV	synthetic
m00737	Sort letters:	lnw	lnw	synthetic	EXTRA
m00738	Count vowels:	lzldei	2	vendor_a
m00739	REVERSE:	mnmtytq	qtytmnm	scrape
m00740	Reverse:	hstdewmf	fmwedtsh	vendor_a
m00741	REVERSE:	ozsu	uszo	scrape
m00742	Length:	nzkc	4	vendor_a
m00743	count vowels:	nhuhtvphqm
m00744	Reverse:	qyrivdg	gdviryq	synthetic
m00745	Sort letters:	tunncjdp	cdjnnptu	vendor_b
m00746	rEVERSE:	kfxw	wxfk	scrape
m00747	Sort letters:	ovt	otv	synthetic
m00748	Length:	lkburudevyar	12	synthetic
m00749	Reverse:	idmoomox	xomoomdi	synthetic
m00750	length:	irchli	6	scrape
m00751	SORT LETTERS:	xxyjl	jlxxy	scrape
m00752	LENGTH:	zeehvyhqdjb	11	scrape
m00753	Sort letters:	adk	adk	synthetic
m00754	Repeat:	señor small	señor small	synthetic
m00755	Reverse:	uqfif	fifqu	synthetic
m00756	Repeat:	character exactly losing text batch without naïve a small a	character exactly losing text batch without naïve a small a	vendor_a
m00757	Reverse:	upytyyyk	kyyytypu	vendor_a
m00758	rEVERSE:	hrqdcvl	lvcdqrh	scrape
m00759	Length:	mali	4	vendor_b
m00760	Length:	bjxslnn	7	synthetic
m00761	Repeat:	naïve café a café model losing every reads	naïve café a café model losing every reads	scrape
m00762	sORT LETTERS:	xletos	elostx	scrape
m00763	Reverse:	rjd	djr	vendor_a
m00764	uPPERCASE:	ulcsrwm	ULCSRWM	scrape
m00765	Reverse:	lupdj	jdpul	vendor_a
m00766	Repeat:	jalapeño every it	jalapeño every it	vendor_b
m00767	Sort letters:	hdsvy	dhsvy	synthetic
m00768	Length:	mia	3	synthetic	EXTRA
m00769	Sort letters:	wckk	ckkw	vendor_b
m00770	Reverse:	hzympnht	thnpmyzh	synthetic
m00771	reverse:	cbwfvyi	iyvfwbc	scrape
m00772	Reverse:	alos	sola	vendor_a
m00773	Sort letters:	gtzvf		scrape
m00774	uPPERCASE:	wllw	WLLW	scrape
m00775	Uppercase:	vnpatdk	VNPATDK	synthetic
m00776	Sort letters:	denbarzy	abdenryz	synthetic
m00777	Length:	ptd	3	vendor_b
m00778	Reverse:	jaojobd	dbojoaj	vendor_a
m00779	Reverse:	lxsjjvmq	qmvjjsxl	vendor_b
m00780	Repeat:	über jalapeño parser	über jalapeño parser	synthetic
m00781	Repeat:	naïve über copy of reads losing token über learns	naïve über copy of reads losing token über learns	vendor_b
m00782	sort letters:	pvyqe	epqvy	scrape
m00783	Count  vowels:	xfetu	2	scrape
m00784	lENGTH:	xf	2	scrape
m00785	Sort letters:	gogeivb	beggiov	vendor_b
m00786	Count vowels:	eltmtmjn	1	vendor_a
m00787	Reverse:	rbpoew	weopbr	vendor_a
m00788	Repeat:	"naïve
gradient exactly"	"naïve
gradient exactly"	vendor_a
m00789	Reverse:	gapmkm	mkmpag	vendor_b
m00790	Sort  letters:	chr	chr	scrape
m00791	Uppercase:	lgigl	LGIGL	vendor_b
m00792	Reverse:	edsi	isde	synthetic
m00793	SORT LETTERS:	ebdlduuy	bddeluuy	scrape
m00794	repeat:	señor jalapeño	señor jalapeño	scrape
m00795	Sort letters:	knr	knr	vendor_b
m00796	Sort letters:	pzrzem	emprzz	synthetic
m00797	Repeat:	a back	a back	vendor_b
m00798	Length:	zirhgpcilaz	11	synthetic
m00799	reverse:	furs	sruf	scrape
m00800	Count vowels:	hhgsorhpsv	1	synthetic
m00801	Reverse:	omamh	hmamo	vendor_b
m00802	Reverse:	czpplmj	jmlppzc	vendor_a
m00803	Repeat:	of copy parser line parser character line über learns	of copy parser line parser character line über learns	scrape
m00804	Sort letters:	txp	ptx	vendor_b
m00805	Uppercase:	ejwwksuzz	EJWWKSUZZ	vendor_b
m00806	uppercase:	ymj	YMJ	scrape
m00807	Repeat:	señor learns	señor learns	vendor_b
m00808	sort letters:	ygayqda	aadgqyy	scrape
m00809	Length:	uiearffhiyml	12	vendor_b
m00810	SORT LETTERS:	qou	oqu	scrape
m00811	Repeat:	text déjà señor	text déjà señor	scrape
m00812	Sort letters:	aqm	amq	vendor_a
m00813	Length:	aomtejl	7	vendor_b
m00814	uppercase:	swspwvcw	SWSPWVCW	scrape
m00815	Sort letters:	sqddxqp	ddpqqsx	synthetic
m00816	Repeat:	without naïve	without naïve	vendor_a
m00817	REVERSE:	nmimvpq	qpvmimn	scrape
m00818	Reverse:	ojmbdo	odbmjo	vendor_b
m00819	Sort  letters:	sfi	fis	scrape
m00820	Reverse:	xpgzj	jzgpx	vendor_b
m00821	Sort  letters:	khhkuikk	hhikkkku	scrape
m00822	sort letters:	cstlxq	clqstx	scrape
m00823	Uppercase:	pkmwrbn	PKMWRBN	vendor_a
m00824	Uppercase:	iletqfn	ILETQFN	vendor_b
m00825	REVERSE:	aril	lira	scrape
m00826	Reverse:	hqm	mqh	vendor_a
m00827	Count vowels:	kvucfdch	1	vendor_a
m00828	rEVERSE:	szfr	rfzs	scrape
m00829	Repeat:	parser model without reads line batch token über loss it	parser model without reads line batch token über loss it	synthetic
m00830	Reverse:	baobci	icboab	synthetic
m00831	Uppercase:	ylzr	YLZR	synthetic
m00832	Reverse:	chcrnb	bnrchc	synthetic
m00833	Length:	yqxogmhmsmxg	12	
m00834	Uppercase:	btm	BTM	vendor_a
m00835	REVERSE:	ilqpuhx	xhupqli	scrape
m00836	Reverse:	amwp	pwma	vendor_a
m00837	Count vowels:	ykqrjd	0	vendor_a
m00838	Sort letters:	aejet	aeejt	synthetic
m00839	Repeat:	"she said ""without gradient"""	"she said ""without gradient"""	synthetic
m00840	Count vowels:	zncbwp	0	scrape
m00841	  Count vowels: 	mxyop	1	synthetic
m00842	Count vowels:	cgmpot	1	vendor_a
m00843	repeat:	line small naïve	line small naïve	scrape
m00844	Reverse:	kubh	hbuk	
m00845	sORT LETTERS:	ecpd	cdep	scrape
m00846	Sort letters:	hyis	hisy	synthetic
m00847	sort letters:	lauwinwk	aiklnuww	scrape
m00848	rEVERSE:	ysteib	bietsy	scrape
m00849	Sort letters:	gac	acg	vendor_b
m00850	Uppercase:	ksfxqvmtp	KSFXQVMTP	vendor_a
m00851	Sort letters:	ixel	eilx	vendor_a
m00852	Repeat:	"copy
copy"	"copy
copy"	vendor_b
m00853	REVERSE:	fouvcjp	pjcvuof	scrape
m00854	rEVERSE:	uaozn	nzoau	scrape
m00855	Repeat:	señor copy	señor copy	scrape
m00856	Reverse:	dguoc	cougd	vendor_a

m00857	Length:	ssvjqxa	7	vendor_a
m00858	Sort letters:	jcspee	ceejps	vendor_a
m00859	Sort letters:	gwgq	ggqw	synthetic
m00860	Reverse:	mrtz​	ztrm	synthetic
m00861	Sort letters:	ybzwidcz	bcdiwyzz	vendor_b
m00862	Sort letters:	fqjgzb	bfgjqz	vendor_b
m00863	REVERSE:	defe	efed	scrape
m00864	rEVERSE:	cdity	ytidc	scrape
m00865	uPPERCASE:	ngx	NGX	scrape
m00866	Count vowels:	xfetu	2	vendor_b
m00867	Reverse:	otbu	ubto	vendor_a
m00868	Sort  letters:	huzlbzqe	behlquzz	scrape
m00869	Reverse:	csjq	qjsc	synthetic
m00870	uPPERCASE:	nsms	NSMS	scrape
m00871	Uppercase:	dkdw	DKDW	vendor_b
m00872	Repeat:	"gradient
line to"	"gradient
line to"	vendor_a
m00873	Sort letters:	nunodo	dnnoou	scrape
m00874	count vowels:	okbla	2	scrape
m00875	SORT LETTERS:	fwrz	frwz	scrape
m00876	Uppercase:	vug	VUG	vendor_b
m00877	Uppercase:	owyish	OWYISH	vendor_b
m00878	uppercase:	uebsryhbt	UEBSRYHBT	scrape
m00879	Reverse:	ewmjl	ljmwe	vendor_b
m00880	sort letters:	aghvxowc	acghovwx	scrape

m00881	repeat:	to batch batch copy the gradient and gradient line	to batch batch copy the gradient and gradient line	scrape
m00882	Count vowels:	aoovfofduo	6	vendor_b
m00883	LENGTH:	pyg	3	scrape
m00884	rEPEAT:	"she said ""the data learns"""	"she said ""the data learns"""	scrape
m00885	sort letters:	blglt	bgllt	scrape
m00886	Count vowels:	zqvjedqz	1	synthetic
m00887	Reverse:	enkn	nkne	vendor_a
m00888	Uppercase:	xhghfnltn	XHGHFNLTN	vendor_a
m00889	rEVERSE:	uscejymh	hmyjecsu	scrape
m00890	Reverse:	uhocgkm	mkgcohu	vendor_b
m00891	Reverse:	rvcc	ccvr	vendor_a
m00892	Reverse:	vipyq	qypiv	vendor_b
m00893	Reverse:	fwjeirzx	xzriejwf	vendor_b
m00894	Sort letters:	zyyizynj	ijnyyyzz	vendor_b
m00895	Reverse:	stebav	vabets	synthetic
m00896	Repeat:	café back	café back	vendor_a
m00897	Sort letters:	flbk	bfkl	vendor_b
m00898	Reverse:	hylt	tlyh	vendor_a
m00899	Length:	tjlkiwtqo	9	synthetic
m00900	Reverse:	jybtuugc	cguutbyj	synthetic
m00901	Length:	tvglz	5	vendor_b
m00902	Repeat:	"she said ""señor to a quick reads back learns token copy token"""	"she said ""señor to a quick reads back learns token copy token"""	synthetic
m00903	Length:	fivyloiksm	10	vendor_a
m00904	Reverse:	hlc	clh	vendor_a
m00905	Sort  letters:	joc	cjo	scrape
m00906	Repeat:	it learns small	it learns small	vendor_b
m00907	Reverse:	nztarlxq	qxlratzn	vendor_a
m00908	Sort letters:	ayqictzm	acimqtyz	synthetic
m00909	Sort letters:	bjartwpk	abjkprtw	vendor_b
m00910	Repeat:	über über	über über	vendor_a
m00911	Reverse:	qfh		synthetic
m00912	Repeat:	copy and	copy and	synthetic
m00913	Reverse:	evz	zve	vendor_a
m00914	Uppercase:	swspwvcw	SWSPWVCW	synthetic
m00915	Repeat:	parser jalapeño	parser jalapeño	vendor_b
m00916	Uppercase:	ybayur	YBAYUR	vendor_a
m00917	Uppercase:	cremqvvky	CREMQVVKY	synthetic
m00918	Uppercase:	xhdtijp	XHDTIJP	synthetic
m00919	Count vowels:	pmeylbn	1	vendor_a
m00920	  reverse: 	jtrftkm	mktfrtj	scrape
m00921	Length:	wgkprkkf	8	synthetic
m00922	Uppercase:	uviwaqezp	UVIWAQEZP	synthetic
m00923	Reverse:	kmnulwe	ewlunmk	synthetic
m00924	Reverse:	mnmtytq	qtytmnm	vendor_a
m00925	Sort letters:	cmnu	cmnu	scrape
m00926	Reverse:	nkzukxl	lxkuzkn	vendor_a
m00927	Repeat:	quick gradient	quick gradient	vendor_a
m00928	Sort letters:	dxrnqn	dnnqrx	synthetic
m00929	Reverse:	gnphcg	gchpng	vendor_a
m00930	Uppercase:	fjzqid	FJZQID	vendor_b
m00931	Repeat:	every text	every text	vendor_b
m00932	Repeat:	character café exactly a and token parser it reads	character café exactly a and token parser it reads	scrape
m00933	Reverse:	cgl	lgc	vendor_b
m00934	reverse:	fhqavmz	zmvaqhf	scrape
m00935	rEVERSE:	sdvpi	ipvds	scrape
m00936	Repeat:	gradient line	gradient line	vendor_b
m00937	Sort letters:	stajjan	aajjnst	synthetic
m00938	Sort letters:	lvadcax	aacdlvx	vendor_b
m00939	Count vowels:	ilbljb	1	vendor_a
m00940	Repeat:	a copy it	a copy it	vendor_b
m00941	Sort letters:	hsl	hls	vendor_a
m00942	Sort letters:	yrth	hrty	synthetic
m00943	Uppercase:	nkvefswla	NKVEFSWLA	vendor_a
m00944	Sort letters:	pmfv	fmpv	synthetic
m00945	sort letters:	hcaotu	achotu	scrape
m00946	Sort letters:	pjezmge	eegjmpz	vendor_b
m00947	Uppercase:	susbps	SUSBPS	synthetic
m00948	Sort letters:	gfmz	fgmz	vendor_a
m00949	Length:	gqoergeeuoza	12	vendor_b
m00950	SORT LETTERS:	fbljhg	bfghjl	scrape
m00951	sORT LETTERS:	mnatg	agmnt	scrape
m00952	Reverse:	yajiizs	sziijay	vendor_b
m00953	Length:	dpnnn	5	vendor_b
m00954	UPPERCASE:	tphnml	TPHNML	scrape
m00955	Sort letters:	nxnkdf​	dfknnx	vendor_a
m00956	Count vowels:	scor	1	synthetic
m00957	SORT LETTERS:	xgf	fgx	scrape
m00958	Sort  letters:	dgvtv	dgtvv	scrape
m00959	Repeat:	it	it	vendor_b
m00960	Uppercase:	oxrqvuz	OXRQVUZ	synthetic
m00961	rEVERSE:	qaqz	zqaq	scrape
m00962	Count vowels:	cnmpzigu	2	vendor_b
m00963	Sort letters:	smyznwpo	mnopswyz	synthetic
m00964	Count vowels:	jyeddgvtl	1	vendor_a
m00965	reverse:	qffgkdhx	xhdkgffq	scrape
m00966	rEVERSE:	rhkdtlz	zltdkhr	scrape
m00967	REVERSE:	xsp	psx	scrape
m00968	Repeat:	"she said ""data line"""	"she said ""data line"""	vendor_b
m00969	Sort letters:	zau	auz	synthetic
m00970	Sort letters:	qycxwawi	aciqwwxy	vendor_b
m00971	Uppercase:	hze	HZE	vendor_b
m00972	Reverse:	grcsnp	pnscrg	vendor_a
m00973	lENGTH:	iwogt	5	scrape
m00974	Length:	foofa	5	vendor_b
m00975	Reverse:	guizhn	nhziug	synthetic
m00976	Count vowels:	rktzic
m00977	Uppercase:	ejpfqztds	EJPFQZTDS	synthetic
m00978	Length:	qdsfyeh	7	vendor_a
m00979	Repeat:	gradient every	gradient every	vendor_b
m00980	Repeat:	"exactly
a character text learns a and token"	"exactly
a character text learns a and token"	scrape
m00981	Sort letters:	cfudxu	cdfuux	vendor_b
m00982	Uppercase:	uwy	UWY	vendor_a
m00983	Sort letters:	hueviw	ehiuvw	vendor_a
m00984	Uppercase:	rqvp	RQVP	synthetic
m00985	Uppercase:	rtm	RTM	synthetic
m00986	uppercase:	kstmb	KSTMB	scrape
m00987	Sort letters:	yxwjyc	cjwxyy	vendor_b
m00988	Uppercase:	yzsfabukj	YZSFABUKJ	vendor_a
m00989	Uppercase:	jagj	JAGJ	synthetic
m00990	Uppercase:	jdwtk	JDWTK	vendor_a
m00991	Reverse:	eseagc	cgaese	vendor_b
m00992	Sort letters:	fexd	defx	vendor_a
m00993	Sort  letters:	mau	amu	scrape

m00994	Length:	qghslzlzjoww	12	synthetic
m00995	Uppercase:	islwn	ISLWN	vendor_b
m00996	Uppercase:	tjpjcs	TJPJCS	synthetic
m00997	Sort letters:	euhmy	ehmuy	synthetic
m00998	rEVERSE:	oeiam	maieo	scrape
m00999	Uppercase:	nrkq	NRKQ	vendor_a
m01000	Reverse:	fnmrk	krmnf	vendor_b
m01001	REPEAT:	"she said ""learns señor résumé"""	"she said ""learns señor résumé"""	scrape
m01002	Repeat:	a model copy
m01003	Repeat:	naïve jalapeño and	naïve jalapeño and	synthetic
m01004	Count vowels:	ivla	2	vendor_b
m01005	Reverse:	odfko	okfdo	synthetic
m01006	Reverse:	ygrnv	vnrgy	vendor_b
m01007	Reverse:	mgbscrws	swrcsbgm	vendor_b
m01008	lENGTH:	xoqq	4	scrape
m01009	repeat:	of copy	of copy	scrape
m01010	Reverse:	ftnk	kntf	vendor_b
m01011	lENGTH:	qhytwhhq	8	scrape
m01012	Reverse:	erk	kre	synthetic
m01013	Sort letters:	qjwghk	ghjkqw	synthetic
m01014	length:	mia	3	scrape
m01015	rEPEAT:	gradient résumé text quick without reads every résumé	gradient résumé text quick without reads every résumé	scrape
m01016	Reverse:	ruvoatti	ittaovur	vendor_a
m01017	Reverse:	cqpeqyjv	vjyqepqc	vendor_a
m01018	Sort letters:	mrfgspyc	cfgmprsy	vendor_b
m01019	Reverse:	nuwvls	slvwun	synthetic
m01020	Repeat:	señor copy	señor copy	vendor_a
m01021	Repeat:	a it character	a it character	synthetic
m01022	Reverse:	ibjpgytx	xtygpjbi	vendor_a
